target,search_time,first_solution_time,first_solution_iteration,number_of_nodes,max_transforms,max_children,number_of_routes,number_of_solved_routes,top_score,is_solved,number_of_steps,number_of_precursors,number_of_precursors_in_stock,precursors_in_stock,precursors_not_in_stock,precursors_availability,policy_used_counts,profiling,,,,,,,,,
O=Cc1c[nH]c2c1ccc1c3cc([N+](=O)[O-])ccc3[nH]c12,85.16970634,23.90238547,25,1305,13,32,366,7,0.986552929,TRUE,3,3,3,"O=CCC=O, NNc1cccc(Cl)c1Cl, Nc1ccc([N+](=O)[O-])cc1",,zinc;zinc;zinc,{'uspto': 1304},"{'expansion_calls': 1001, 'reactants_generations': 15497, 'iterations': 100}",,,,,,,,,
O[C@@H]1c2ccc(OCc3ccccc3-c3ccccc3)cc2CC[C@H]1CCN1CCC(c2ccccc2)CC1,80.51916122,0,0,2040,13,36,503,0,0.831295553,FALSE,11,8,7,"O=C1CCC(=O)N1Br, Cc1ccccc1B(O)O, Brc1ccccc1, c1ccc(C2CCNCC2)cc1, O=S(Cl)Cl, CC(=O)OC(C)=O, CC(=O)OC(C)=O",COc1ccc2c(c1)C(O[Si](C)(C)C(C)(C)C)C[C@@H](CCO[Si](C)(C)C(C)(C)C)[C@@H]2O,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2039},"{'expansion_calls': 1539, 'reactants_generations': 7139, 'iterations': 100}",,,,,,,,,
Nc1[nH]c(C(=O)c2ccccc2)c(-c2cccc(Cl)c2)c1C(=O)c1cccc(Cl)c1,25.26054025,0.078510761,1,1239,13,77,561,85,0.975,TRUE,4,4,4,"O=C(Cl)c1ccccc1, OB(O)c1cccc(Cl)c1, O=C(Cl)c1cccc(Cl)c1, O=[N+]([O-])c1cc(Br)c[nH]1",,zinc;zinc;zinc;zinc,{'uspto': 1238},"{'expansion_calls': 696, 'reactants_generations': 2657, 'iterations': 100}",,,,,,,,,
O=C(NCCNCC(O)COc1ccc(OCCOC2CCCC2)cc1)Nc1cccc(F)c1,31.25432324,0.146037579,1,1111,13,45,370,55,0.986552929,TRUE,3,6,6,"C=CCI, O=C(OO)c1cccc(Cl)c1, NCCN, O=C=Nc1cccc(F)c1, BrCCOC1CCCC1, Oc1ccc(OCc2ccccc2)cc1",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1110},"{'expansion_calls': 778, 'reactants_generations': 4363, 'iterations': 100}",,,,,,,,,
CC(=O)N(C)Cc1ccccc1NC(=O)c1ccccc1C,6.117524385,0.031999826,1,137,5,18,72,42,0.997628706,TRUE,1,2,2,"Cc1ccccc1C(=O)Cl, CC(=O)N(C)Cc1ccccc1N",,zinc;zinc,{'uspto': 136},"{'expansion_calls': 95, 'reactants_generations': 1695, 'iterations': 100}",,,,,,,,,
O=c1cc(C(F)(F)F)[nH]c(=O)n1C1CCCCC1,73.77161932,5.087435961,7,1619,13,16,612,2,0.997628706,TRUE,1,2,2,"BrC1CCCCC1, O=c1cc(C(F)(F)F)[nH]c(=O)[nH]1",,zinc;zinc,{'uspto': 1618},"{'expansion_calls': 1020, 'reactants_generations': 10804, 'iterations': 100}",,,,,,,,,
COc1ccc(-c2c(-c3cc(Cl)c(OC)c(OC)c3)ncn2C)cc1N,68.15268254,38.25623059,52,1054,13,35,299,1,0.986552929,TRUE,3,4,4,"COc1ccc(B(O)O)cc1N, O=C1CCC(=O)N1Br, COc1c(F)cc(-c2cn(C)cn2)cc1Cl, COCc1ccccc1",,zinc;zinc;zinc;zinc,{'uspto': 1053},"{'expansion_calls': 836, 'reactants_generations': 13642, 'iterations': 100}",,,,,,,,,
CCCN(CC1CC1)C(=NO)c1cccnc1OCC(C)C,24.88405728,0.127513647,1,421,13,11,107,73,0.986552929,TRUE,3,4,4,"CC(C)CO, CCCI, O=CC1CC1, NC(=NO)c1cccnc1Cl",,zinc;zinc;zinc;zinc,{'uspto': 420},"{'expansion_calls': 339, 'reactants_generations': 5869, 'iterations': 100}",,,,,,,,,
CS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCCC4c4cncc(F)c4)nc23)CC1,21.30274582,0.080510378,1,825,13,15,138,77,0.955960146,TRUE,6,4,4,"CS(=O)(=O)N1CCC(N)CC1, CCOC(=O)c1cnn2ccc(Cl)nc12, CON(C)C(=O)CCCNC(=O)OC(C)(C)C, Fc1cncc(Br)c1",,zinc;zinc;zinc;zinc,{'uspto': 824},"{'expansion_calls': 696, 'reactants_generations': 2479, 'iterations': 100}",,,,,,,,,
Cc1ccc([C@@H](C)CC[C@@H]2CO2)c(O)c1,69.82708144,0,0,1955,13,31,659,0,0.791683434,FALSE,12,6,5,"CC(=O)OC(C)=O, CC(=O)OC(C)=O, CC(=O)OC(C)=O, CC(C)=O, BrCc1ccccc1",Cc1ccc([C@@H](C)CC[C@@H](O)CO[Si](C)(C)C(C)(C)C)c(O)c1,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1954},"{'expansion_calls': 1297, 'reactants_generations': 8118, 'iterations': 100}",,,,,,,,,
O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(NCCc3ccccc3)nc12,12.33925247,0.048510313,1,443,13,23,113,76,0.994039854,TRUE,2,3,3,"NCCc1ccccc1, Nc1c[nH]c2ncccc12, O=C(O)c1cnn2ccc(Cl)nc12",,zinc;zinc;zinc,{'uspto': 442},"{'expansion_calls': 348, 'reactants_generations': 2053, 'iterations': 100}",,,,,,,,,
CC=CC(=O)Nc1cccc(Nc2ccc3c(C=Cc4ccccc4)[nH]nc3c2)c1,37.03651142,6.352282524,17,2238,13,30,1385,3,0.963447071,TRUE,5,5,5,"CC=CC(=O)Nc1cccc([N+](=O)[O-])c1, C=Cc1ccccc1, C[Si](C)(C)CCOCCl, O=C1CCC(=O)N1I, Clc1ccc2c[nH]nc2c1",,zinc;zinc;zinc;zinc;zinc,{'uspto': 2237},"{'expansion_calls': 900, 'reactants_generations': 5050, 'iterations': 100}",,,,,,,,,
C=C(C)[C@H](O)CC[C@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,88.88595462,0,0,2561,13,34,1261,0,0.760334643,FALSE,9,5,4,"BrCc1ccccc1, O=C(O)c1ccccc1, CC(=O)OC(C)=O, CC(=O)OC(C)=O",C=C(C)[C@@H](CC[C@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)O[Si](C)(C)C(C)(C)C,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2560},"{'expansion_calls': 1300, 'reactants_generations': 9463, 'iterations': 100}",,,,,,,,,
COc1ccc(-c2nn3cnnc3s2)c(OC)c1,72.11372519,13.01561904,25,816,13,19,262,8,0.986552929,TRUE,3,3,3,"COC(OC)OC, COc1ccc(-c2nnc(N)s2)c(OC)c1, O=NOCc1ccccc1",,zinc;zinc;zinc,{'uspto': 815},"{'expansion_calls': 643, 'reactants_generations': 18558, 'iterations': 100}",,,,,,,,,
CCOC(=O)CCCn1c(=O)c2nccnc2n(CC(C)C)c1=O,17.28192282,0.040505886,1,422,13,23,168,64,0.994039854,TRUE,2,3,3,"CC(C)CBr, CCOC(=O)CCCBr, O=c1[nH]c(=O)c2nccnc2[nH]1",,zinc;zinc;zinc,{'uspto': 421},"{'expansion_calls': 291, 'reactants_generations': 3622, 'iterations': 100}",,,,,,,,,
Cc1ccc(Cn2c(=O)sn(-c3ccc(C)cc3)c2=O)cc1,32.18200564,1.03555727,3,851,13,11,397,11,0.997628706,TRUE,1,3,3,"Cc1ccc(CN=C=S)cc1, CCOCC, Cc1ccc(N=C=O)cc1",,zinc;zinc;zinc,{'uspto': 850},"{'expansion_calls': 488, 'reactants_generations': 5990, 'iterations': 100}",,,,,,,,,
COc1cccc(C(=O)Nc2ccccc2OCc2cc(=O)n3ccccc3n2)c1,12.8805871,0.052510023,1,302,13,15,131,47,0.997628706,TRUE,1,2,2,"O=c1cc(CCl)nc2ccccn12, COc1cccc(C(=O)Nc2ccccc2O)c1",,zinc;zinc,{'uspto': 301},"{'expansion_calls': 193, 'reactants_generations': 3078, 'iterations': 100}",,,,,,,,,
C[C@@H](OC[C@]1(c2ccccc2)C[C@@H](N2CCCC2=O)C1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,128.3837397,0,0,1777,13,15,387,0,0.773447071,FALSE,5,5,4,"O=C(Cl)CCCCl, CC(=O)OC(C)=O, N[C@H]1C[C@@](CO)(c2ccccc2)C1, OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1",C[Mg]Br,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1776},"{'expansion_calls': 1420, 'reactants_generations': 21887, 'iterations': 100}",,,,,,,,,
COC(=O)C(CCSc1ccccc1)C(=O)OC,82.0499692,0.595350742,2,1300,13,36,410,7,0.997628706,TRUE,1,2,2,"BrCCSc1ccccc1, COC(=O)CC(=O)OC",,zinc;zinc,{'uspto': 1299},"{'expansion_calls': 961, 'reactants_generations': 18081, 'iterations': 100}",,,,,,,,,
NCC#Cc1c(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccnc1N,55.88372445,4.669633389,9,981,11,21,184,7,0.963447071,TRUE,5,5,5,"CN(C)C=O, NC(=O)Cc1ccc(F)cc1, C#CCNC(=O)OC(C)(C)C, O=[N+]([O-])c1ccc(O)c(F)c1, Nc1nccc(Cl)c1Br",,zinc;zinc;zinc;zinc;zinc,{'uspto': 980},"{'expansion_calls': 890, 'reactants_generations': 9860, 'iterations': 100}",,,,,,,,,
CCCCCCCCCCc1cccc(O)c1O,51.74294114,3.364674807,6,2781,13,68,1777,14,0.997628706,TRUE,1,2,2,"CCCCCCCCCCO, Oc1ccccc1O",,zinc;zinc,{'uspto': 2780},"{'expansion_calls': 1028, 'reactants_generations': 5612, 'iterations': 100}",,,,,,,,,
CCCCCCCCC=Cc1c(O)oc(O)c1C,112.9079573,0,0,3567,13,34,1942,0,0.760016768,FALSE,12,5,4,"CCCCCCCCCC=O, BrCc1ccccc1, CC(=O)O, BrCc1ccccc1",COC(=O)c1cc(O)oc1O,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 3566},"{'expansion_calls': 1625, 'reactants_generations': 10346, 'iterations': 100}",,,,,,,,,
O=C(NCCOC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cccnc1,38.47478008,0,0,553,7,18,199,0,0.816666667,FALSE,4,6,5,"C1COCCN1, O=C(O)c1ccccc1, O=C(OO)c1cccc(Cl)c1, NCCBr, O=C(Cl)c1cccnc1",O=S(=O)(O)Cl,zinc;zinc;Not in stock;zinc;zinc;zinc,{'uspto': 552},"{'expansion_calls': 454, 'reactants_generations': 10097, 'iterations': 100}",,,,,,,,,
CCN(CC)CCn1c2c(c(SCC(=O)Nc3cccc4ccccc34)nc1=O)CCC2,56.86543441,0.09747529,1,1284,13,31,273,29,0.963447071,TRUE,5,5,5,"CCN(CC)CCBr, Nc1cccc2ccccc12, O=C(Cl)C(=O)Cl, COC(=O)CBr, O=c1nc(S)c2c([nH]1)CCC2",,zinc;zinc;zinc;zinc;zinc,{'uspto': 1283},"{'expansion_calls': 1052, 'reactants_generations': 8224, 'iterations': 100}",,,,,,,,,
Cc1cccc(-c2nc3ccc(OCCCN4CCOCC4)cc3c(=O)n2CC(=O)NCC2CC2)c1,24.52247214,0.099509001,1,861,13,27,214,54,0.986552929,TRUE,3,4,4,"ClCCCN1CCOCC1, Cc1cccc(C=O)c1, NCC(=O)NCC1CC1, Nc1ccc(O)cc1C(=O)O",,zinc;zinc;zinc;zinc,{'uspto': 860},"{'expansion_calls': 691, 'reactants_generations': 3839, 'iterations': 100}",,,,,,,,,
Cc1ccc(-c2nc3c(c(SCC(=O)N(C)c4ccccc4)n2)Cc2c(CO)cnc(C)c2O3)cc1,73.55048847,0,0,1525,13,16,370,0,0.831295553,FALSE,11,8,7,"CNc1ccccc1, O=C(Cl)C(=O)Cl, OCc1ccccc1, O=C1CCC(=O)N1Br, Cc1ccc(B(O)O)cc1, CCOC(=O)CBr, COCc1ccccc1",Cc1cnc(C)c2c1Cc1c(nc(Cl)nc1SC(=O)N(C)C)O2,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1524},"{'expansion_calls': 1166, 'reactants_generations': 10287, 'iterations': 100}",,,,,,,,,
CCN(CC)CCNc1ccc2c3c(cccc13)C1=NC(=O)C(C(=O)O)=C12,122.4080081,0,0,1686,13,20,630,0,0.762371294,FALSE,7,5,4,"CCN(CC)CCN, O=C1CCC(=O)N1Cl, O=C1CCC(=O)N1Cl, CC(=O)O",O=C(O)C1=C2C(=NC1=O)c1cccc3cccc2c13,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1685},"{'expansion_calls': 1112, 'reactants_generations': 24564, 'iterations': 100}",,,,,,,,,
CCn1c2c(c3cc(OC)ccc31)CCc1ccccc1-2,67.7613163,3.776950121,8,859,13,26,196,9,0.986552929,TRUE,3,4,4,"O=C1CCC(=O)N1Br, O=C1CCCc2ccccc21, COc1ccc(NN)cc1, CC(=O)O",,zinc;zinc;zinc;zinc,{'uspto': 858},"{'expansion_calls': 742, 'reactants_generations': 15399, 'iterations': 100}",,,,,,,,,
OCC12CCCN(CC1)C2,69.1321063,5.275118113,8,1696,13,29,523,5,0.952371294,TRUE,7,4,4,"CN(C)C(OC(C)(C)C)OC(C)(C)C, BrCCCBr, COCN(Cc1ccccc1)C[Si](C)(C)C, C=CC(=O)OCC",,zinc;zinc;zinc;zinc,{'uspto': 1695},"{'expansion_calls': 1185, 'reactants_generations': 9995, 'iterations': 100}",,,,,,,,,
FC(F)(F)c1ccccc1OC1CCN(c2ccc(-n3ccnc3)nn2)CC1,14.79475498,0.048000097,1,323,13,15,149,53,0.997628706,TRUE,1,2,2,"FC(F)(F)c1ccccc1OC1CCNCC1, Clc1ccc(-n2ccnc2)nn1",,zinc;zinc,{'uspto': 322},"{'expansion_calls': 210, 'reactants_generations': 3381, 'iterations': 100}",,,,,,,,,
CC(=O)c1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCCN)CNC3=O)cc1,53.57437682,0,0,1632,13,32,383,0,0.855123631,FALSE,10,10,9,"FC(F)(F)Oc1cccc(Br)c1, O=C(Cl)Cl, OCC1c2ccccc2-c2ccccc21, CC(C)(O)C(C)(C)O, CC(=O)Cl, O=C1NC(=O)c2ccccc21, OB(O)B(O)O, CC(C)(O)C(C)(C)O, O=C1CCC(=O)N1Br",CC(C)(C)[Si](C)(C)OCCC[C@H]1CNC(=O)c2ccc(-c3ccccc3)n21,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1631},"{'expansion_calls': 1249, 'reactants_generations': 4036, 'iterations': 100}",,,,,,,,,
CCCOC(=O)Nc1ccn([C@@H]2O[C@H](COP(=O)(NC(C)C(=O)OC(C)C)Oc3ccccc3)[C@@H](O)[C@@]2(C)F)c(=O)n1,112.4551845,0,0,2137,13,21,279,0,0.839285714,FALSE,4,7,6,"Oc1ccccc1, O=P(Cl)(Cl)Cl, CCCOC(=O)Cl, O=C(O)c1ccccc1, CC(=O)C(=O)OC(C)C, NCc1ccccc1",C[C@@]1(F)[C@H](OC(=O)c2ccccc2)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,zinc;zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 2136},"{'expansion_calls': 1858, 'reactants_generations': 11417, 'iterations': 100}",,,,,,,,,
CN1CCC[C@H]1[C@@H]1COC(=O)N1,56.64657879,0,0,1412,13,22,207,0,0.83125617,FALSE,13,8,7,"O=C(n1ccnc1)n1ccnc1, CC(=O)O, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=S(Cl)Cl, BrCc1ccccc1, CC(=O)OC(C)=O, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C",[N-]=[N+]=N[C@@H](COCc1ccccc1)[C@@H]1CCCN1,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1411},"{'expansion_calls': 1206, 'reactants_generations': 5727, 'iterations': 100}",,,,,,,,,
CO[C@]1(C)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N(C)C4,150.9870296,0,0,2085,13,19,806,0,0.725947071,FALSE,5,4,3,"COS(=O)(=O)OC, C1=CCCC=C1, CC(=O)O",CN1Cc2c(cc3c4c2c2ccccc2n4[C@@]2(C)O[C@H](C[C@@]2(C)O[Si](C)(C)C(C)(C)C)N3N)C1=O,zinc;Not in stock;zinc;zinc,{'uspto': 2084},"{'expansion_calls': 1301, 'reactants_generations': 22622, 'iterations': 100}",,,,,,,,,
Nc1ccc(C=Cc2cc(Cl)nc3ccccc23)cc1,21.83624434,0.866626263,5,861,13,24,516,50,0.997628706,TRUE,1,2,2,"Cc1cc(Cl)nc2ccccc12, Nc1ccc(C=O)cc1",,zinc;zinc,{'uspto': 860},"{'expansion_calls': 377, 'reactants_generations': 3216, 'iterations': 100}",,,,,,,,,
Cc1ccc(CNc2ccnc(-c3cccnc3)n2)cc1,2.849287748,0.017999887,1,133,13,21,59,41,0.997628706,TRUE,1,2,2,"Cc1ccc(CN)cc1, Clc1ccnc(-c2cccnc2)n1",,zinc;zinc,{'uspto': 132},"{'expansion_calls': 74, 'reactants_generations': 243, 'iterations': 100}",,,,,,,,,
O=c1[nH]oc2ccc([N+](=O)[O-])cc12,36.83835816,0.170021772,2,447,13,21,110,10,0.997628706,TRUE,1,1,1,O=C(NO)c1cc([N+](=O)[O-])ccc1O,,zinc,{'uspto': 446},"{'expansion_calls': 410, 'reactants_generations': 9203, 'iterations': 100}",,,,,,,,,
CC1CCC(NC(=O)C2CCC(CNS(=O)(=O)c3cccc4nsnc34)CC2)CC1,31.03739762,11.59063888,40,651,13,12,162,4,0.986552929,TRUE,3,5,5,"O=S(Cl)Cl, O=S(=O)(O)c1cccc2nsnc12, CC1CCC(N)CC1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, NCC1CCC(C(=O)O)CC1",,zinc;zinc;zinc;zinc;zinc,{'uspto': 650},"{'expansion_calls': 584, 'reactants_generations': 6518, 'iterations': 100}",,,,,,,,,
CC(=O)c1ccc(NC(=O)CSc2cn(CC(=O)N3CCCCCC3)c3ccccc23)cc1,14.81787848,0.107604742,1,568,13,15,184,74,0.994039854,TRUE,2,4,4,"CC(=O)c1ccc(NC(=O)CCl)cc1, Sc1c[nH]c2ccccc12, O=C(O)CBr, C1CCCNCC1",,zinc;zinc;zinc;zinc,{'uspto': 567},"{'expansion_calls': 407, 'reactants_generations': 2229, 'iterations': 100}",,,,,,,,,
CCOC(=O)c1sc(NC(C)=O)c(C(=O)OCC)c1C,30.36098862,1.063971758,3,718,13,14,160,27,0.997628706,TRUE,1,2,2,"CCOC(=O)Cl, CCOC(=O)c1c(C)csc1NC(C)=O",,zinc;zinc,{'uspto': 717},"{'expansion_calls': 608, 'reactants_generations': 5089, 'iterations': 100}",,,,,,,,,
CCCCn1c(=O)c(CCC(=O)OCC(=O)Nc2cc(Cl)ccc2OC)nc2ccccc21,57.47828746,1.636723042,4,1156,13,15,307,22,0.994039854,TRUE,2,3,3,"CCCCBr, COc1ccc(Cl)cc1NC(=O)CO, COC(=O)CCc1nc2ccccc2[nH]c1=O",,zinc;zinc;zinc,{'uspto': 1155},"{'expansion_calls': 907, 'reactants_generations': 11016, 'iterations': 100}",,,,,,,,,
Nc1nc2c3ccc(NCCO)cc3nc(Cc3ccc4c(c3)OCO4)n2n1,36.37763548,0.078034401,1,1355,13,37,490,42,0.963447071,TRUE,5,4,4,"NCCO, N=C(N)NN, O=C(Cl)Cc1ccc2c(c1)OCO2, COC(=O)c1ccc(F)cc1N",,zinc;zinc;zinc;zinc,{'uspto': 1354},"{'expansion_calls': 884, 'reactants_generations': 4560, 'iterations': 100}",,,,,,,,,
Cc1nc(-c2ccccc2C)n(CC(=O)NC2CCCC2)n1,10.56669497,0.029569864,1,219,8,18,72,40,0.997628706,TRUE,1,2,2,"O=C(CCl)NC1CCCC1, Cc1n[nH]c(-c2ccccc2C)n1",,zinc;zinc,{'uspto': 218},"{'expansion_calls': 177, 'reactants_generations': 2466, 'iterations': 100}",,,,,,,,,
O=C(/C=C/c1ccc(F)c(F)c1)Nc1ccc(-c2nc3ccc([N+](=O)[O-])cc3n2O)cc1,28.92636085,2.808268309,9,700,11,12,161,16,0.986552929,TRUE,3,3,3,"O=Cc1ccc(F)c(F)c1, Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-], CC(=O)Nc1ccc(CCl)cc1",,zinc;zinc;zinc,{'uspto': 699},"{'expansion_calls': 623, 'reactants_generations': 5484, 'iterations': 100}",,,,,,,,,
C=CCc1cc(OC)c(OC(C)C(O[C@H]2C[C@@H](C)CC[C@@H]2C(C)C)c2ccc(O)c(OC)c2)c(OC)c1,90.95826244,0,0,2019,13,27,763,0,0.677373187,FALSE,2,3,2,"O=C(OO)c1cccc(Cl)c1, CN(C)C=O",C=CCc1cc(OC)c(OC(C)C(O[C@H]2C[C@@H](C)CC[C@@H]2C(C)C)c2ccc(Br)c(OC)c2)c(OC)c1,zinc;Not in stock;zinc,{'uspto': 2018},"{'expansion_calls': 1256, 'reactants_generations': 7832, 'iterations': 100}",,,,,,,,,
CCOc1ccc(NC(=O)Cn2nc3c(Sc4ccc(C)cc4C)nccn3c2=O)cc1,70.98717642,6.620829582,10,1307,13,17,324,5,0.963447071,TRUE,5,6,6,"O=C(n1ccnc1)n1ccnc1, Cc1ccc(S)c(C)c1, Clc1nccnc1Cl, O=C(Br)CBr, CCOc1ccc(N)cc1, O=N[N+](=O)[O-]",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1306},"{'expansion_calls': 1075, 'reactants_generations': 10963, 'iterations': 100}",,,,,,,,,
CNC(CO)c1ccccc1,50.72830439,0.089542389,1,976,13,31,306,32,0.994039854,TRUE,2,2,2,"O=C(CO)c1ccccc1, CN=C=O",,zinc;zinc,{'uspto': 975},"{'expansion_calls': 728, 'reactants_generations': 11446, 'iterations': 100}",,,,,,,,,
C=CCNC(=S)Nc1ccc(-c2n[nH]c(=S)n2C2CCCCC2)cc1,21.08972073,0.07921052,1,664,13,12,245,80,0.994039854,TRUE,2,3,3,"C=CCN, O=C(Cl)c1ccc(N=C=S)cc1, NNC(=S)NC1CCCCC1",,zinc;zinc;zinc,{'uspto': 663},"{'expansion_calls': 428, 'reactants_generations': 3263, 'iterations': 100}",,,,,,,,,
CN(C)C(=O)Cn1c(C(F)(F)F)nc2ccccc21,4.105037451,0.030004025,1,226,7,23,98,90,0.997628706,TRUE,1,2,2,"CN(C)C(=O)CBr, FC(F)(F)c1nc2ccccc2[nH]1",,zinc;zinc,{'uspto': 225},"{'expansion_calls': 135, 'reactants_generations': 609, 'iterations': 100}",,,,,,,,,
O=C(CSc1nnc(-c2cccs2)n1-c1ccccc1)N1CCN(C(=O)c2ccco2)CC1,17.20704579,0.057542324,1,551,13,12,217,85,0.994039854,TRUE,2,4,4,"O=C(c1ccco1)N1CCNCC1, NNC(=O)c1cccs1, O=C(O)CBr, S=C=Nc1ccccc1",,zinc;zinc;zinc;zinc,{'uspto': 550},"{'expansion_calls': 346, 'reactants_generations': 2709, 'iterations': 100}",,,,,,,,,
C=C1[C@H]2C[C@@]3(CC[C@@H]4[C@@](C)(CO)CCC[C@@]4(C)[C@@H]3C[C@@H]2O)[C@@H]1O,96.86825967,0,0,3136,13,75,1736,0,0.791712219,FALSE,11,6,5,"C1CCOC1, CC(=O)OC(C)=O, CC(=O)OC(C)=O, O=C(O)c1ccccc1, CC(=O)OC(C)=O",CC(C)[Si](OC[C@@]1(C)CCC[C@]2(C)[C@@H]1CC[C@]13C[C@H](C(=O)[C@H]1O)[C@@H](O[Si](C)(C)C(C)(C)C)C[C@@H]23)(C(C)C)C(C)C,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 3135},"{'expansion_calls': 1402, 'reactants_generations': 11137, 'iterations': 100}",,,,,,,,,
COc1ccc(Cn2cc(C3=C(Cl)c4ccc(-c5cccs5)nc4CC3)nn2)cc1,120.0680273,0,0,1053,13,15,139,0,0.785,FALSE,4,5,4,"COc1ccc(CN=[N+]=[N-])cc1, COP(=O)(OC)C(=[N+]=[N-])C(C)=O, OB(O)c1cccs1, O=C1CCC(=O)N1Br",O=CC1=C(Cl)c2cccnc2CC1,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1052},"{'expansion_calls': 982, 'reactants_generations': 25245, 'iterations': 100}",,,,,,,,,
Cn1cc(C(C)(O)CN)cn1,61.4095695,6.331194878,9,1443,13,29,487,5,0.997628706,TRUE,1,2,2,"C[Si](C)(C)C#N, CC(=O)c1cnn(C)c1",,zinc;zinc,{'uspto': 1442},"{'expansion_calls': 977, 'reactants_generations': 7992, 'iterations': 100}",,,,,,,,,
Cc1ccccc1-c1cc(N(Cc2ccc(C#N)cc2)Cc2cncn2C)ccc1C#N,34.77182174,0.79871726,3,690,13,24,252,41,0.994039854,TRUE,2,3,3,"Cc1ccccc1Cl, N#Cc1ccc(C=O)cc1, Cn1cncc1CNc1ccc(C#N)cc1",,zinc;zinc;zinc,{'uspto': 689},"{'expansion_calls': 512, 'reactants_generations': 7033, 'iterations': 100}",,,,,,,,,
C[C@@H]1COCCN1c1nc(N2CCN(C)CC2)nc2sc(-c3cc[nH]n3)nc12,49.08713698,5.819990158,10,1274,13,37,210,9,0.963447071,TRUE,5,6,6,"CN1CCNCC1, COC(OC)N(C)C, C[C@@H]1COCCN1, CON(C)C(C)=O, Clc1nc(Cl)c2ncsc2n1, O=N[N+](=O)[O-]",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1273},"{'expansion_calls': 1079, 'reactants_generations': 5652, 'iterations': 100}",,,,,,,,,
Cc1ccc(S(=O)(=O)NCC(Cc2ccccc2)C(=O)Nc2ccc(C(=N)N)cc2)cc1,77.42542529,0,0,1369,13,18,318,0,0.831584643,FALSE,9,8,7,"Cc1ccccc1, N#Cc1ccc(N)cc1, O=C(Cl)C(=O)Cl, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, N#CC(=Cc1ccccc1)C(=O)O, O=C(Cl)OCc1ccccc1, CC(C)(C)N",O=S(=O)(O)Cl,zinc;Not in stock;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1368},"{'expansion_calls': 1126, 'reactants_generations': 14212, 'iterations': 100}",,,,,,,,,
CCN(CC)c1nc(NCc2ccc(S(N)(=O)=O)cc2)nc(N(CC)CC)n1,11.22678924,0.053971767,1,305,10,38,139,86,0.997628706,TRUE,1,2,2,"CCN(CC)c1nc(N)nc(N(CC)CC)n1, NS(=O)(=O)c1ccc(C=O)cc1",,zinc;zinc,{'uspto': 304},"{'expansion_calls': 185, 'reactants_generations': 2044, 'iterations': 100}",,,,,,,,,
Cc1ccnc(Sc2cc(O)n(-c3ccc(F)cc3)c2O)n1,63.94777465,0,0,1460,13,36,314,0,0.814331267,FALSE,11,7,6,"Cc1ccnc(Cl)n1, COc1ccc(CS)cc1, COc1ccc(CBr)cc1, O=C1CCC(=O)N1Br, BrCc1ccccc1, Fc1ccc(I)cc1",COc1ccc(OC)[nH]1,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1459},"{'expansion_calls': 1152, 'reactants_generations': 9309, 'iterations': 100}",,,,,,,,,
